id,ubicacion,cifra,contexto,fuente_archivo,metodo_calculo,fecha_corte,estado,notas
E27-001,pagina-estado Tabasco · KPI,"45,654",total carpetas SESNSP 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_total] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"2.26% del nacional (2,016,723 en 32 estados). Aparece en KPI de la página-estado."
E27-002,pagina-estado Tabasco · KPI,556,homicidio doloso 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hd] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"2.78% del nacional (19,987 en 32 estados). Aparece en KPI de la página-estado."
E27-003,pagina-estado Tabasco · tabla,488,homicidio culposo 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hc] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"2.88% del nacional (16,945 en 32 estados). Aparece en tabla de la página-estado."
E27-004,pagina-estado Tabasco · KPI,25,feminicidio 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_feminicidio] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,3.52% del nacional (711 en 32 estados). Aparece en KPI de la página-estado.
E27-005,pagina-estado Tabasco · KPI,197,extorsión 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_extorsion] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.87% del nacional (10,507 en 32 estados). Aparece en KPI de la página-estado."
E27-006,pagina-estado Tabasco · tabla,37,secuestro 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_secuestro] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,7.97% del nacional (464 en 32 estados). Aparece en tabla de la página-estado.
E27-007,pagina-estado Tabasco · tabla,992,narcomenudeo 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_narcomenudeo] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.95% del nacional (104,207 en 32 estados). Aparece en tabla de la página-estado."
E27-008,pagina-estado Tabasco · KPI,"6,960",violencia familiar 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"2.61% del nacional (266,760 en 32 estados). Aparece en KPI de la página-estado."
E27-009,pagina-estado Tabasco · tabla,"9,109",robo (amplio · incluye allanamiento) 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_robo_amplio] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.92% del nacional (474,378 en 32 estados). Aparece en tabla de la página-estado."
E27-010,pagina-estado Tabasco · tabla,"3,623",lesiones dolosas 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_lesiones_dolosas] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"2.31% del nacional (156,623 en 32 estados). Aparece en tabla de la página-estado."
E27-011,pagina-estado Tabasco · tabla,225,abuso sexual 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_abuso_sexual] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.68% del nacional (33,050 en 32 estados). Aparece en tabla de la página-estado."
E27-012,pagina-estado Tabasco · tabla,232,violación 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violacion] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.14% del nacional (20,280 en 32 estados). Aparece en tabla de la página-estado."
E27-013,pagina-estado Tabasco · tabla,"4,673",amenazas 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_amenazas] fila clave_ent=27. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"3.36% del nacional (138,874 en 32 estados). Aparece en tabla de la página-estado."
E27-014,pagina-estado Tabasco · gráfico serie HD,233/276/388/508/565/509/390/291/234/707/556,Serie homicidio doloso 2015-2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columnas serie_hd_2015..serie_hd_2025 fila clave_ent=27. base estatal única corte abr-2026 (11 años).,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,Min: 233 · Max: 707 · Var %: -21.4% del pico
E27-015,pagina-estado Tabasco · ranking nacional,#16 de 32,Ranking nacional total carpetas 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_total].rank(ascending=False) → posición de clave_ent=27,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E27-016,pagina-estado Tabasco · ranking nacional,#17 de 32,Ranking nacional homicidio doloso 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_hd].rank(ascending=False) → posición de clave_ent=27,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E27-017,pagina-estado Tabasco · ranking nacional,#12 de 32,Ranking nacional extorsión 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_extorsion].rank(ascending=False) → posición de clave_ent=27,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E27-018,pagina-estado Tabasco · ranking nacional,#11 de 32,Ranking nacional feminicidio 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_feminicidio].rank(ascending=False) → posición de clave_ent=27,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E27-019,pagina-estado Tabasco · ranking nacional,#15 de 32,Ranking nacional violencia familiar 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar].rank(ascending=False) → posición de clave_ent=27,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E27-020,pagina-estado Tabasco · panel RNPDNO,"2,165",RNPDNO desaparecidos activos · Tabasco · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_desaparecidos] fila clave_ent=27. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E27-021,pagina-estado Tabasco · panel RNPDNO,28,RNPDNO no localizados · Tabasco · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_no_localizados] fila clave_ent=27. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E27-022,pagina-estado Tabasco · panel RNPDNO,"2,687",RNPDNO localizados con vida · Tabasco · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_con_vida] fila clave_ent=27. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E27-023,pagina-estado Tabasco · panel RNPDNO,197,RNPDNO localizados sin vida · Tabasco · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_sin_vida] fila clave_ent=27. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E27-024,pagina-estado Tabasco · panel RNPDNO,"2,193",RNPDNO activos totales (desap + no loc) · Tabasco · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total] fila clave_ent=27. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,1.64% del nacional
E27-025,pagina-estado Tabasco · ranking nacional RNPDNO,#18 de 32,Ranking nacional desaparecidos activos · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total].rank(ascending=False) → posición clave_ent=27,2026-06-03,VERIFICADO_AGREGADO,1 = mayor número de activos · 32 = menor
E27-026,pagina-estado Tabasco · KPI 2026 parcial,"15,122",Carpetas SESNSP 2026 parcial (ene-abr) · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_RNID_2026/RNID-Delitos_Estatal-2026-abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2026_parcial_total] fila clave_ent=27. RNID estatal 2026 corte abr-2026 · sum(Enero..Abril) por Clave_Ent · CON desglose por subtipo,2026-04 (corte abr-2026),VERIFICADO_AGREGADO,"2.32% del nacional T1 (652,342). Ritmo anualizado ×3 = 45,366 → -0.6% vs total 2025. Con desglose completo por subtipo (RNID estatal)."
E27-027,pagina-estado Tabasco · denominador tasas,"2,467,519",Población a mitad de año 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"CONAPO pry23 00_Pob_Mitad_1950_2070.csv · sum(POBLACION) WHERE ANIO=2025 AND CVE_GEO=27 (todas edades y sexos). Validado: suma 32 entidades == nacional CVE_GEO=0 (133,367,428 · diff 0)",2025 (proyección pry23),VERIFICADO_AGREGADO,Denominador oficial para todas las tasas /100K del estado
E27-028,pagina-estado Tabasco · KPI tasa,22.53,tasa homicidio doloso por 100K hab 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_hd] (556) / poblacion_2025 (2,467,519) × 100,000 = 22.53",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #9 de 32 (1 = mayor tasa)
E27-029,pagina-estado Tabasco · KPI tasa,1.013,"tasa feminicidio por 100K hab 2025 (poblacion total, declarado) · Tabasco",BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_feminicidio] (25) / poblacion_2025 (2,467,519) × 100,000 = 1.013",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #5 de 32 (1 = mayor tasa)
E27-030,pagina-estado Tabasco · KPI tasa,1850.2,tasa total carpetas por 100K hab 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_total] (45,654) / poblacion_2025 (2,467,519) × 100,000 = 1850.2",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #13 de 32 (1 = mayor tasa)
E27-031,pagina-estado Tabasco · KPI tasa,88.9,tasa desaparecidos activos por 100K hab · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [rnpdno_activos_total] (2,193) / poblacion_2025 (2,467,519) × 100,000 = 88.9",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #18 de 32 (1 = mayor tasa)
E27-032,pagina-estado Tabasco · KPI tasa,1.499,tasa secuestro por 100K hab 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_secuestro] (37) / poblacion_2025 (2,467,519) × 100,000 = 1.499",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #2 de 32 (1 = mayor tasa)
E27-033,pagina-estado Tabasco · KPI tasa,282.1,tasa violencia familiar por 100K hab 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violencia_familiar] (6,960) / poblacion_2025 (2,467,519) × 100,000 = 282.1",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #11 de 32 (1 = mayor tasa)
E27-034,pagina-estado Tabasco · KPI tasa,9.4,tasa violacion (simple+equiparada) por 100K hab 2025 · Tabasco,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violacion] (232) / poblacion_2025 (2,467,519) × 100,000 = 9.4",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #26 de 32 (1 = mayor tasa)
E28-001,pagina-estado Tamaulipas · KPI,"39,924",total carpetas SESNSP 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_total] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.98% del nacional (2,016,723 en 32 estados). Aparece en KPI de la página-estado."
E28-002,pagina-estado Tamaulipas · KPI,203,homicidio doloso 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hd] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.02% del nacional (19,987 en 32 estados). Aparece en KPI de la página-estado."
E28-003,pagina-estado Tamaulipas · tabla,685,homicidio culposo 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hc] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"4.04% del nacional (16,945 en 32 estados). Aparece en tabla de la página-estado."
E28-004,pagina-estado Tamaulipas · KPI,29,feminicidio 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_feminicidio] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,4.08% del nacional (711 en 32 estados). Aparece en KPI de la página-estado.
E28-005,pagina-estado Tamaulipas · KPI,115,extorsión 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_extorsion] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.09% del nacional (10,507 en 32 estados). Aparece en KPI de la página-estado."
E28-006,pagina-estado Tamaulipas · tabla,8,secuestro 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_secuestro] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1.72% del nacional (464 en 32 estados). Aparece en tabla de la página-estado.
E28-007,pagina-estado Tamaulipas · tabla,532,narcomenudeo 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_narcomenudeo] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.51% del nacional (104,207 en 32 estados). Aparece en tabla de la página-estado."
E28-008,pagina-estado Tamaulipas · KPI,"7,998",violencia familiar 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"3.00% del nacional (266,760 en 32 estados). Aparece en KPI de la página-estado."
E28-009,pagina-estado Tamaulipas · tabla,"8,133",robo (amplio · incluye allanamiento) 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_robo_amplio] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.71% del nacional (474,378 en 32 estados). Aparece en tabla de la página-estado."
E28-010,pagina-estado Tamaulipas · tabla,"2,362",lesiones dolosas 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_lesiones_dolosas] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.51% del nacional (156,623 en 32 estados). Aparece en tabla de la página-estado."
E28-011,pagina-estado Tamaulipas · tabla,720,abuso sexual 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_abuso_sexual] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"2.18% del nacional (33,050 en 32 estados). Aparece en tabla de la página-estado."
E28-012,pagina-estado Tamaulipas · tabla,513,violación 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violacion] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"2.53% del nacional (20,280 en 32 estados). Aparece en tabla de la página-estado."
E28-013,pagina-estado Tamaulipas · tabla,"2,162",amenazas 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_amenazas] fila clave_ent=28. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"1.56% del nacional (138,874 en 32 estados). Aparece en tabla de la página-estado."
E28-014,pagina-estado Tamaulipas · gráfico serie HD,533/594/799/851/663/572/525/382/365/331/203,Serie homicidio doloso 2015-2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columnas serie_hd_2015..serie_hd_2025 fila clave_ent=28. base estatal única corte abr-2026 (11 años).,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,Min: 203 · Max: 851 · Var %: -76.1% del pico
E28-015,pagina-estado Tamaulipas · ranking nacional,#18 de 32,Ranking nacional total carpetas 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_total].rank(ascending=False) → posición de clave_ent=28,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E28-016,pagina-estado Tamaulipas · ranking nacional,#21 de 32,Ranking nacional homicidio doloso 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_hd].rank(ascending=False) → posición de clave_ent=28,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E28-017,pagina-estado Tamaulipas · ranking nacional,#17 de 32,Ranking nacional extorsión 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_extorsion].rank(ascending=False) → posición de clave_ent=28,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E28-018,pagina-estado Tamaulipas · ranking nacional,#10 de 32,Ranking nacional feminicidio 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_feminicidio].rank(ascending=False) → posición de clave_ent=28,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
